"id","spotify_id","display_name","email","country","profile_url","image_url"
1,"3125fm6z55int24ggl5lmhvuz5ea",aaditya,,,https://open.spotify.com/user/3125fm6z55int24ggl5lmhvuz5ea,https://i.scdn.co/image/ab6775700000ee852a030512c5fbe5830413390e
